Name,Nation,Club,Position,Age,Overall,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Acceleration,Sprint,Positioning,Finishing,Long,Volleys,Penalties,Vision,Crossing,Free,Curve,Agility,Balance,Reactions,Composure,Interceptions,Heading,Sliding,Jumping,Stamina,Strength,Aggression,Att work rate,Def work rate,Preferred foot,Weak foot,Skill moves,Gender,GK
Guillermo Burdisso,Argentina,Uni. Católica,CB,35,70,36,42,54,43,69,75,33,39,32,41,54,34,50,55,40,23,48,33,43,61,70,68,74,66,74,56,84,76,Medium,High,Right,3,2,M,
Wouter Burger,Holland,Stoke City,CM,22,70,76,63,69,67,62,78,74,77,60,62,72,36,49,68,62,54,69,64,61,69,66,62,62,59,80,81,80,70,Medium,Medium,Left,4,3,M,
Leonardo Burián,Uruguay,Vélez Sarsfield,GK,39,70,69,66,65,19,40,71,41,39,15,15,39,13,25,36,20,15,15,51,50,68,55,28,23,22,66,34,68,45,Medium,Medium,Right,3,1,M,70
Reece Burke,England,Luton Town,CB,27,70,67,36,54,62,71,71,62,71,38,27,63,30,40,45,50,23,32,62,48,68,63,70,70,70,74,69,73,67,Medium,Medium,Right,3,2,M,
Maxime Busi,Belgium,Stade de Reims,RB,23,70,70,49,63,68,67,66,69,70,57,47,60,42,46,53,71,37,63,69,68,68,59,65,70,66,72,68,65,64,High,Medium,Right,3,2,M,
Zymer Bytyqi,Kosovo,Antalyaspor,LM,27,70,77,67,67,72,37,69,74,79,66,65,63,64,56,64,71,69,72,79,77,66,68,31,52,20,71,68,71,64,Medium,Low,Right,3,4,M,
Johan Caballero,Colombia,Águilas Doradas,LW,25,70,84,63,60,73,44,65,81,87,73,68,59,46,46,55,66,40,45,84,71,56,54,40,43,31,65,74,64,54,High,Medium,Right,3,3,M,
Alejandro Cabeza,Ecuador,CS Emelec,ST,26,70,75,67,58,67,34,72,74,76,74,68,53,55,70,60,55,63,38,70,69,67,58,28,72,23,86,70,79,53,Medium,Medium,Right,3,2,M,
Gonzalo Verdú,Spain,FC Cartagena,CB,34,70,48,53,58,51,70,76,42,53,39,49,60,42,63,57,38,64,48,63,54,69,59,71,67,63,71,63,84,72,High,Medium,Right,3,2,M,
Mattia Caldara,Italy,Milan,CB,29,70,49,34,46,62,70,71,49,49,34,36,58,51,30,32,34,24,20,58,59,65,66,69,72,72,74,61,75,75,Low,Medium,Right,3,2,M,
Franco Calderón,Argentina,Unión,CB,25,70,61,36,48,46,67,81,55,65,39,27,57,31,47,37,33,32,36,61,54,69,58,71,65,66,83,75,83,85,Low,High,Right,3,2,M,
Tyrese Campbell,England,Stoke City,ST,23,70,81,68,60,71,33,66,83,80,69,68,46,65,73,61,59,54,56,69,67,69,65,28,65,24,82,57,72,58,Medium,Low,Left,4,3,M,
Maximiliano Cantera,Uruguay,Atl. Nacional,CAM,30,70,47,68,70,75,45,69,51,44,70,68,76,72,69,72,61,70,65,58,76,73,79,41,67,27,72,55,79,63,Medium,Low,Right,4,3,M,
Marco Capuano,Italy,Ternana,CB,31,70,62,33,49,53,70,80,65,60,25,20,59,18,41,36,45,21,40,67,64,63,71,70,69,70,81,73,86,71,High,Medium,Left,2,2,M,
Antonio Caracciolo,Italy,Pisa,CB,33,70,54,32,49,58,70,75,66,45,28,38,56,22,30,34,41,30,27,68,69,71,70,72,69,66,78,71,80,69,Medium,High,Right,3,2,M,
Andrea Carboni,Italy,Monza,CB,22,70,64,36,55,59,71,69,63,65,29,30,54,35,42,45,60,39,40,55,55,65,60,72,60,74,71,65,72,67,Medium,Medium,Left,2,2,M,
Gonzalo Carneiro,Uruguay,Nacional,ST,28,70,71,69,59,71,26,72,63,78,66,72,45,75,66,65,40,67,65,69,61,64,52,18,69,48,77,65,80,59,Medium,Low,Left,3,3,M,
Lionel Carole,France,Kayserispor,LB,32,70,73,42,62,68,68,74,72,73,68,33,64,35,49,63,61,34,55,71,64,63,64,68,58,69,76,72,77,68,Low,High,Left,2,2,M,
Rafael Carrascal,Colombia,Cerro Porteño,CM,30,70,66,63,70,59,65,73,65,66,58,59,71,31,60,75,67,65,57,70,66,76,66,72,49,67,65,80,72,68,Medium,Medium,Right,3,2,M,
Adalberto Carrasquilla,Panama,Houston Dynamo,CM,24,70,73,61,65,76,59,69,75,72,67,61,66,47,51,68,58,47,59,83,84,71,73,64,48,57,64,80,63,73,High,Medium,Right,3,2,M,
Guido Carrillo,Argentina,Estudiantes,ST,32,70,42,72,54,68,38,76,32,51,77,70,53,73,74,59,34,53,46,58,51,70,70,34,76,26,74,72,79,73,Medium,Low,Right,3,3,M,
Rasmus Carstensen,Denmark,1. FC Köln,RB,22,70,80,48,63,65,63,70,78,82,64,45,65,40,35,56,69,45,60,77,72,62,63,59,48,64,67,84,64,67,High,Medium,Right,3,3,M,
Santiago Cáseres,Argentina,Vélez Sarsfield,CDM,26,70,62,53,66,64,63,77,63,61,55,51,72,52,49,72,52,42,56,65,80,70,69,62,58,64,73,70,80,80,Low,High,Right,3,3,M,
Eíran Cashin,Republic of Ireland,Derby County,CB,21,70,61,36,56,58,69,81,63,60,70,32,65,34,34,42,50,44,42,56,68,63,70,67,70,69,89,71,87,75,Medium,High,Left,3,2,M,
Michele Castagnetti,Italy,Cremonese,CDM,33,70,54,70,66,66,68,73,61,48,55,65,68,70,58,61,65,68,60,66,72,67,72,72,59,70,70,73,74,70,Medium,Medium,Left,3,3,M,
Gonzalo Castellani,Argentina,Defensa,CAM,36,70,64,65,73,72,56,75,64,64,64,59,73,61,72,74,67,72,75,65,55,65,74,62,68,36,77,65,78,78,Medium,Medium,Right,2,4,M,
Jesús Castillo,Peru,Gil Vicente,CDM,22,70,57,57,66,62,63,74,63,52,50,55,73,36,55,68,45,58,40,65,62,62,65,62,43,66,61,79,75,67,Medium,Medium,Right,3,3,M,
Assan Ceesay,Gambia,Damac FC,ST,29,70,84,70,58,66,33,68,87,82,72,72,52,68,61,58,55,45,57,75,75,68,68,17,69,28,82,66,68,66,Medium,High,Left,3,2,M,
Ezequiel Centurión,Argentina,River Plate,GK,26,70,73,67,66,24,49,70,52,45,7,7,24,16,18,35,11,14,20,45,40,66,43,11,12,17,66,36,69,33,Medium,Medium,Right,2,1,M,70
Luca Ceppitelli,Italy,Feralpisalò,CB,34,70,52,40,43,41,71,70,49,54,29,39,47,37,37,35,34,26,40,51,55,65,69,70,72,68,76,50,80,68,Medium,Medium,Right,3,2,M,
Daniel Fuzato,Brazil,Getafe CF,GK,26,70,67,69,65,15,27,71,31,20,9,17,28,8,21,52,15,9,9,32,20,66,52,12,21,11,57,22,55,17,Medium,Medium,Right,3,1,M,70
Adam Gnezda Čerin,Slovenia,Panathinaikos,CM,24,70,69,60,68,69,53,64,69,69,72,59,70,56,49,69,67,56,53,73,66,72,69,62,49,52,59,78,59,61,Medium,Medium,Right,4,2,M,
Mert Çetin,Turkey,MKE Ankaragücü,CB,26,70,58,44,54,56,69,76,49,66,30,38,53,37,42,50,48,39,48,46,39,66,68,67,67,71,74,62,85,72,Medium,High,Right,3,2,M,
Edwuin Cetré,Colombia,Indep. Medellín,RM,25,70,86,71,62,73,34,66,83,88,70,72,55,70,68,63,65,60,62,88,83,55,64,31,52,28,72,83,67,41,High,Medium,Right,3,3,M,
Ricardo Mangas,Portugal,Vitória SC,LWB,25,70,71,46,61,65,65,74,72,71,59,44,58,48,46,56,66,38,62,80,71,67,68,64,65,64,74,87,69,70,Medium,Medium,Left,3,2,M,
Timmy Chandler,United States,Frankfurt,RM,33,70,46,69,72,69,72,76,55,39,70,67,75,66,51,67,78,45,70,54,51,73,72,68,80,72,83,68,79,78,Medium,Medium,Right,4,2,M,
Anastasios Chatzigiovanis,Greece,MKE Ankaragücü,LM,26,70,76,64,67,72,36,60,78,74,67,65,66,59,55,66,70,65,65,75,75,65,65,25,55,33,68,63,57,64,Medium,Medium,Right,4,3,M,
Leandro Chichizola,Argentina,Parma,GK,33,70,70,70,65,17,51,69,49,54,14,16,13,14,25,42,11,14,15,64,44,64,57,16,17,11,59,31,52,15,Medium,Medium,Right,3,1,M,72
Choi Young Joon,Korea Republic,Jeju United,CDM,31,70,63,57,64,64,66,77,65,61,58,57,64,55,63,65,60,60,55,68,62,59,62,72,42,64,63,85,78,68,Medium,High,Right,3,2,M,
Max Christiansen,Germany,Hannover 96,CDM,27,70,61,50,62,64,68,80,58,64,53,45,61,39,48,61,60,49,64,62,64,66,62,76,66,62,74,89,77,76,Medium,Medium,Right,2,2,M,
Dmytro Chyhrynskyi,Ukraine,Shakhtar Donetsk,CB,36,70,39,39,59,35,73,64,40,39,36,32,70,32,38,59,40,48,43,37,42,67,68,72,75,68,68,44,70,74,Low,Medium,Right,3,2,M,
Jhon Cifuente,Ecuador,Aucas,ST,31,70,67,75,44,74,23,59,69,66,66,79,30,61,77,42,40,68,64,72,66,54,51,17,72,20,84,32,82,31,High,Medium,Right,4,3,M,
Ibrahim Cissé,France,Ferencvárosi TC,CB,27,70,66,38,62,60,70,75,68,65,55,34,63,33,34,56,64,41,53,74,74,66,52,71,71,65,82,75,77,68,Low,Medium,Right,2,2,M,
Steve Clark,United States,Houston Dynamo,GK,37,70,70,67,64,12,37,72,38,36,10,11,61,11,24,53,12,16,11,34,42,68,61,14,10,13,59,27,64,34,Medium,Medium,Right,4,1,M,71
Leighton Clarkson,England,Aberdeen,CM,21,70,67,63,72,70,60,56,71,64,60,58,73,66,50,74,66,71,71,79,82,69,70,61,46,62,54,70,48,57,High,Medium,Right,2,3,M,
Elias Cobbaut,Belgium,KV Mechelen,CB,25,70,68,41,67,67,68,76,59,75,65,26,71,42,42,58,73,34,62,58,54,64,70,70,70,66,78,70,82,70,Medium,Medium,Left,4,2,M,
Maxime Colin,France,FC Metz,RWB,31,70,70,43,63,64,68,72,69,70,59,33,65,35,41,56,68,39,66,69,68,67,65,68,63,68,74,74,71,71,Medium,Medium,Right,4,3,M,
Lucas Colitto,Argentina,Barracas Central,LM,29,70,74,62,67,70,57,61,75,73,73,59,67,66,65,71,62,50,69,83,86,66,70,57,44,48,61,66,62,50,Medium,High,Left,4,3,M,
Álex Collado,Spain,Al Okhdood,RM,24,70,58,68,73,74,58,56,62,55,65,69,70,53,63,74,72,75,75,68,68,69,65,63,51,57,60,53,60,48,Medium,Medium,Left,3,3,M,
Aaron Collins,Wales,Bristol Rovers,ST,26,70,81,68,65,71,35,75,83,79,72,69,58,61,61,69,61,58,67,74,75,70,64,27,61,25,80,91,71,64,High,High,Right,5,3,M,
José Contreras,Venezuela,Águilas Doradas,GK,28,70,72,72,68,7,19,68,15,25,8,8,18,16,14,51,13,10,13,36,37,62,50,7,11,12,52,23,61,22,Medium,Medium,Right,2,1,M,68
Sébastien Corchia,France,Amiens SC,RB,32,70,66,62,69,67,69,53,68,65,66,57,70,43,52,64,69,75,78,69,73,71,63,70,53,69,54,58,45,67,Medium,Medium,Right,3,3,M,
Kamil Çörekçi,Turkey,Hatayspor,RB,31,70,81,49,65,68,65,69,80,82,64,38,69,40,56,61,67,42,67,78,83,62,65,65,50,69,70,75,65,69,High,Medium,Right,3,3,M,
Mateo Coronel,Argentina,Atlético Tucumán,ST,24,70,83,70,67,69,36,58,84,83,71,72,71,68,50,68,60,52,69,74,81,66,70,30,59,28,75,48,64,53,High,Medium,Right,3,3,M,
Washington Corozo,Ecuador,Sporting Cristal,LW,25,70,87,66,59,73,31,77,90,84,69,66,50,49,51,56,65,41,58,81,62,64,62,33,68,23,91,69,84,64,High,Medium,Right,3,3,M,
Rober Correa,Spain,SD Eibar,RB,31,70,75,43,58,60,67,77,72,77,44,38,52,40,40,54,65,44,47,74,73,66,58,65,62,68,78,81,76,76,Medium,Medium,Right,3,2,M,
Àlex Corredera,Spain,CD Tenerife,CM,27,70,64,63,72,65,55,71,61,67,70,63,74,56,59,71,63,72,79,73,72,70,75,46,55,59,65,81,67,68,High,Medium,Left,2,3,M,
Guzmán Corujo,Uruguay,Charlotte FC,CB,27,70,68,35,46,41,72,73,66,69,41,30,54,26,41,38,37,29,38,46,54,58,50,73,70,73,78,63,78,74,Medium,High,Right,2,2,M,
Aldo Corzo,Peru,Universitario,CB,34,70,67,51,62,59,70,71,68,66,68,43,60,31,63,58,59,68,46,61,74,67,65,70,66,75,72,69,70,74,Medium,Medium,Right,3,2,M,
Logan Costa,Cape Verde Islands,Toulouse FC,CB,22,70,48,32,49,44,71,74,50,47,28,25,53,27,39,32,39,31,43,33,38,65,67,69,70,70,73,67,79,72,Low,Medium,Right,2,2,M,
Gabriel Costa,Peru,Alianza Lima,RM,33,70,77,62,66,73,22,65,76,77,70,64,64,44,62,69,65,51,45,72,69,62,67,19,39,20,62,70,68,53,Medium,Medium,Right,3,3,M,
Matteo Cotali,Italy,Modena,LB,26,70,72,41,62,63,65,66,74,71,63,30,61,43,38,59,65,30,61,73,76,68,59,66,55,63,67,81,59,65,High,Medium,Left,3,2,M,
Gaëtan Courtet,France,En Avant Guingamp,ST,34,70,61,71,63,67,27,68,58,64,75,70,54,67,68,66,61,65,61,71,72,68,69,31,72,19,76,68,72,54,Medium,Medium,Right,3,3,M,
José Crespo,Spain,Apoel FC,CB,36,70,62,40,63,54,71,71,63,62,57,32,65,33,41,62,62,27,60,63,65,70,67,72,62,72,69,71,69,78,Low,Medium,Right,3,2,M,
Charlie Cresswell,England,Leeds United,CB,21,70,55,27,49,46,68,77,54,56,24,23,60,24,39,33,33,30,25,40,53,55,60,66,73,68,80,65,84,74,Medium,Medium,Right,3,2,M,
William Cuesta,Colombia,Deportes Tolima,GK,30,70,68,69,68,17,46,70,44,49,11,16,25,9,22,30,15,14,16,38,22,68,31,23,14,16,67,38,73,21,Medium,Medium,Right,2,1,M,72
Joffrey Cuffaut,France,Valenciennes FC,CB,35,70,67,58,63,55,69,78,69,66,62,52,61,30,71,52,68,76,55,78,74,70,69,67,70,70,79,85,78,71,High,Medium,Right,3,3,M,
Jason Cummings,Australia,ATK Mohun Bagan,ST,28,70,71,71,57,65,38,65,69,72,73,73,47,64,64,66,44,55,67,70,72,72,69,48,66,32,71,73,66,50,Medium,Medium,Left,3,3,M,
Pedro Sá,Portugal,Estrela Amadora,CDM,29,70,59,55,62,62,65,74,54,63,49,43,74,49,51,57,43,48,67,70,70,65,71,66,61,63,68,79,71,79,Medium,High,Left,2,2,M,
Wylan Cyprien,France,Parma,CM,28,70,64,69,71,71,68,73,64,64,69,65,71,64,76,70,70,70,73,70,72,66,76,67,64,64,74,68,75,72,Medium,Medium,Right,3,3,M,
Marco D'Alessandro,Italy,Pisa,LM,32,70,83,60,66,74,44,45,87,80,61,54,58,68,58,60,72,59,73,89,83,60,69,31,44,29,53,63,38,38,Medium,Medium,Right,3,3,M,
João Gamboa,Portugal,Pogoń Szczecin,CDM,27,70,65,58,65,66,68,75,63,66,63,54,69,44,67,66,59,46,47,61,57,68,65,67,60,66,72,80,75,69,Medium,Medium,Right,3,3,M,
Leonardo Lopes,Portugal,Cercle Brugge,CM,24,70,77,61,67,70,65,69,90,67,62,62,69,50,56,67,59,42,62,89,90,67,64,68,55,61,75,79,60,79,High,Medium,Right,3,3,M,
Gustavo,Brazil,Jeonbuk Hyundai,ST,29,70,75,70,49,64,24,80,72,77,71,73,44,72,72,50,41,43,56,59,56,62,67,19,75,24,90,60,88,80,High,Low,Right,4,3,M,
Mats Møller Dæhli,Norway,1. FC Nürnberg,CAM,28,70,67,53,65,78,36,61,79,58,65,52,64,54,56,69,51,65,62,91,88,71,70,42,24,27,54,90,56,39,High,Medium,Right,3,3,M,
Johan Dahlin,Sweden,Malmö FF,GK,37,70,65,71,64,11,38,77,41,34,13,10,32,13,13,45,9,13,14,38,35,68,65,22,12,10,68,39,77,44,Medium,Medium,Right,3,1,M,64
Harry Darling,England,Swansea City,CB,24,70,69,45,57,62,69,75,68,70,49,40,64,33,40,60,36,36,45,52,66,68,66,68,67,68,78,77,78,64,High,Medium,Right,4,2,M,
Lukas Daschner,Germany,VfL Bochum,ST,25,70,70,69,65,73,47,66,79,62,68,72,64,63,49,69,53,49,66,78,78,69,62,60,65,34,77,70,66,59,High,Medium,Right,4,3,M,
Mohammed Dauda,Ghana,CD Tenerife,LM,25,70,87,67,62,72,27,61,86,88,65,70,57,70,62,64,60,46,58,83,74,65,60,20,63,26,78,62,63,52,Medium,Low,Right,3,3,M,
Adam Davies,Wales,Sheffield Utd,GK,31,70,71,67,66,12,40,70,40,40,8,11,13,13,23,40,12,18,16,39,40,68,47,15,16,13,52,29,47,31,Medium,Medium,Right,3,1,M,71
Ulises Dávila,Mexico,Macarthur FC,CAM,32,70,73,71,67,74,50,61,77,69,66,71,63,69,75,69,65,68,70,84,86,67,71,51,62,42,69,73,54,61,High,Medium,Left,4,4,M,
Leif Davis,England,Ipswich,LB,23,70,79,46,66,65,64,66,80,79,62,45,61,30,46,66,71,58,68,72,74,64,67,65,61,63,75,73,64,60,High,Medium,Left,2,3,M,
De La Fuente,Spain,Levante UD,CB,24,70,58,49,59,53,71,68,60,57,44,35,59,39,43,59,51,70,44,58,58,69,62,71,72,70,74,66,67,71,Low,High,Right,3,2,M,
Hernán De La Fuente,Argentina,Atlético Tucumán,RB,26,70,84,60,60,72,62,75,82,85,62,56,62,47,64,49,66,47,53,82,73,65,58,68,54,63,76,78,73,77,High,Medium,Right,2,3,M,
Pedrão,Brazil,Portimonense SC,CB,26,70,52,30,44,41,70,78,50,54,28,22,52,33,40,30,29,31,26,41,43,68,55,72,66,65,74,66,83,79,Medium,High,Right,2,2,M,
Afonso Sousa,Portugal,Lech Poznań,CAM,23,70,78,62,66,73,56,54,77,78,72,57,67,54,59,72,59,42,69,72,80,72,66,56,47,56,57,64,47,58,Medium,Medium,Right,3,3,M,
Nicolas De Préville,France,ESTAC Troyes,ST,32,70,76,72,69,69,39,68,73,79,71,70,67,73,74,71,67,73,73,79,74,69,72,48,65,37,73,75,64,68,High,Medium,Right,3,3,M,
Daniel,Brazil,SJ Earthquakes,GK,29,70,73,68,70,13,23,68,24,22,4,7,23,7,13,38,13,10,10,34,57,53,27,7,10,14,52,22,58,28,Medium,Medium,Right,2,1,M,76
Fabiano Souza,Brazil,Moreirense FC,RB,23,70,84,52,62,68,64,72,86,83,63,51,62,45,40,63,66,39,53,75,83,66,62,67,57,63,77,81,67,74,High,High,Right,2,3,M,
Jordy de Wijs,Holland,Düsseldorf,CB,28,70,58,51,49,44,69,82,42,71,26,44,60,27,49,29,40,68,65,35,51,65,64,67,70,67,75,69,92,73,Low,High,Left,2,2,M,
Ciprian Deac,Romania,CFR 1907 Cluj,CM,37,70,68,66,73,66,57,72,66,69,71,65,72,61,68,72,73,74,74,67,71,72,73,60,49,59,63,83,70,65,High,Medium,Left,4,3,M,
Del Moral,Spain,Villarreal CF B,CM,23,70,60,64,65,71,66,66,60,60,68,67,69,49,51,70,56,53,46,63,64,66,56,70,62,62,67,75,63,64,Medium,Medium,Right,3,2,M,
Mark Delgado,United States,LA Galaxy,CDM,28,70,67,52,64,61,65,70,71,63,54,50,68,46,48,61,54,39,59,76,75,67,66,70,55,62,68,87,62,70,Medium,High,Right,2,3,M,
Olivier Deman,Belgium,SV Werder Bremen,LM,23,70,76,63,68,68,65,71,74,77,64,61,63,60,45,72,68,58,63,76,67,63,63,64,66,65,73,84,63,72,High,High,Left,3,3,M,
Muhammet Demir,Turkey,Konyaspor,ST,31,70,72,72,66,64,37,68,74,71,72,69,63,73,70,69,64,68,71,74,78,69,70,32,71,17,80,66,69,66,High,Low,Right,4,3,M,
Alec Deneumostier,Peru,FBC Melgar,CB,24,70,58,29,48,37,71,62,54,62,38,27,52,30,34,33,39,28,35,48,53,66,54,70,72,70,74,34,72,70,Medium,Medium,Right,2,2,M,
Nelson Deossa,Colombia,Atl. Nacional,CM,23,70,72,64,66,70,64,69,66,77,55,62,68,45,50,68,59,46,53,75,72,68,55,61,59,66,66,85,62,68,High,Medium,Left,3,3,M,
Halil İbrahim Dervişoğlu,Turkey,Galatasaray,ST,23,70,75,68,64,74,39,66,76,75,71,69,53,64,62,72,52,63,61,74,60,65,68,28,64,39,76,69,67,58,Medium,Low,Right,3,4,M,
Rémy Descamps,France,FC Nantes,GK,27,70,74,65,63,9,43,71,45,39,7,9,16,6,12,23,10,12,13,29,24,61,49,8,14,10,63,20,63,22,Medium,Medium,Left,3,1,M,73
José Devecchi,Argentina,Sarmiento,GK,28,70,70,68,61,15,47,70,47,48,15,19,25,17,21,44,16,18,14,36,54,68,43,21,17,14,65,27,66,26,Medium,Medium,Right,2,1,M,72
Valerio Di Cesare,Italy,Bari,CB,40,70,34,47,33,54,72,71,36,32,22,48,37,22,25,22,20,45,20,31,49,66,68,68,74,73,72,51,79,75,Medium,High,Right,3,2,M,
Raffaele Di Gennaro,Italy,Inter,GK,30,70,72,68,62,19,43,66,41,45,13,15,21,20,24,43,12,18,14,35,42,69,67,23,16,17,56,40,51,22,Medium,Medium,Right,2,1,M,72
Matteo Di Giusto,Switzerland,FC Winterthur,CAM,23,70,78,65,68,76,30,53,81,75,69,66,65,59,56,70,66,66,65,83,88,56,68,27,40,22,51,81,44,40,High,High,Right,3,4,M,
Abdoulay Diaby,Mali,Pendikspor,RM,32,70,83,69,66,70,37,56,84,82,76,68,63,72,63,66,67,49,67,87,85,67,76,33,66,30,75,50,56,61,Medium,Low,Left,2,3,M,
Ismaël Chester Diallo,Côte d'Ivoire,Hajduk Split,LB,26,70,66,38,54,68,70,74,68,65,59,33,49,40,45,46,60,37,41,69,72,69,67,69,68,70,76,79,74,68,Low,High,Left,3,2,M,
Moussa Diarra,Mali,Toulouse FC,LB,22,70,67,31,57,59,69,72,68,66,52,30,50,28,43,47,58,34,43,61,63,69,55,70,64,69,74,74,71,71,Medium,Medium,Left,2,2,M,
Juan Cruz,Spain,Real Betis,LM,23,70,78,67,67,78,32,42,79,77,65,68,62,52,63,63,72,61,73,81,66,53,62,34,42,31,49,34,39,59,Medium,Medium,Left,3,3,M,
Pedro Díaz,Spain,Bordeaux,CM,25,70,68,73,72,68,65,70,71,66,66,69,70,65,68,71,70,82,80,81,69,67,67,66,42,69,63,76,71,64,High,High,Right,4,3,M,
Bakaye Dibassy,Mali,Minnesota United,CB,34,70,65,54,60,64,70,78,63,66,60,48,58,44,36,48,68,35,54,67,66,67,64,71,64,68,67,86,77,72,Medium,High,Left,2,2,M,
Famara Diédhiou,Senegal,Granada CF,ST,30,70,61,69,48,68,31,73,54,66,72,71,42,63,72,50,33,39,53,60,58,64,64,22,76,16,84,53,86,63,Medium,High,Right,3,3,M,
Kevin Diks,Holland,F.C. København,RB,27,70,75,56,61,66,67,75,77,74,63,55,62,54,49,54,65,46,57,76,72,62,61,67,67,66,81,80,74,68,High,Medium,Right,3,3,M,
Mohammed Diomande,Côte d'Ivoire,FC Nordsjælland,CM,21,70,76,61,68,73,63,71,79,74,69,65,69,48,50,70,64,48,55,79,81,70,74,64,66,57,78,73,70,69,High,Medium,Left,3,3,M,
Federico Dionisi,Italy,Ternana,ST,36,70,80,72,50,67,35,67,76,83,74,72,36,71,70,53,42,51,52,67,73,69,73,30,66,29,75,71,63,72,Medium,Medium,Right,3,3,M,
George Dobson,England,Charlton Ath,CDM,25,70,55,54,66,62,66,78,57,54,58,50,69,43,51,64,63,56,64,61,64,68,68,67,61,67,69,84,72,86,Low,High,Right,4,2,M,
Tyrhys Dolan,England,Blackburn Rovers,RM,21,70,80,60,63,75,42,50,85,76,65,62,58,55,45,65,67,42,63,92,90,63,62,45,47,38,55,68,38,54,High,High,Right,3,4,M,
Alfredo Donnarumma,Italy,Catanzaro,ST,32,70,77,71,59,69,36,62,75,78,70,71,53,69,76,55,54,60,65,78,68,65,70,29,70,37,75,75,63,40,High,Low,Right,3,3,M,
Jonathan Dos Santos,Uruguay,River Plate,ST,31,70,72,70,56,63,34,77,70,73,72,70,48,54,60,63,54,52,61,69,62,65,74,34,75,19,85,73,81,69,High,Low,Right,3,2,M,
Lucas João,Angola,Shanghai Port,ST,30,70,68,72,61,74,26,65,60,74,68,71,61,66,60,69,48,46,73,66,48,62,65,22,68,20,78,46,83,40,Medium,Low,Right,4,4,M,
Daniel Penha,Brazil,Western United,CAM,24,70,70,66,71,74,33,58,71,69,62,65,72,61,68,72,70,74,70,70,81,56,56,28,38,34,55,63,57,54,High,Medium,Left,3,4,M,
Ismaël Doukouré,France,Strasbourg,CB,20,70,61,28,52,56,71,68,58,64,35,20,55,23,37,51,41,22,31,48,63,67,55,70,65,72,72,59,75,61,Medium,Medium,Right,2,2,M,
Artem Dovbyk,Ukraine,Girona FC,ST,26,70,74,67,55,65,28,73,73,74,72,69,48,57,67,56,39,46,54,58,70,69,63,19,74,13,85,70,77,64,High,Medium,Left,4,3,M,
Nikola Dovedan,Austria,Heidenheim,CF,29,70,80,66,67,73,34,59,82,79,69,69,66,60,58,69,61,70,71,87,90,67,71,25,55,30,67,76,51,55,High,Medium,Right,4,3,M,
Mohamed Dräger,Tunisia,FC Basel 1893,RB,27,70,80,64,63,71,64,63,82,79,65,62,58,58,60,61,68,55,52,77,76,67,59,66,63,64,73,69,56,70,High,Medium,Right,3,3,M,
Radu Drăgușin,Romania,Genoa,CB,21,70,74,37,47,55,71,73,69,78,25,27,54,38,49,40,36,33,37,63,59,64,68,68,70,75,79,67,79,66,Medium,High,Right,3,2,M,
Cody Drameh,England,Birmingham City,RB,21,70,80,35,60,67,65,70,79,80,58,29,61,30,42,58,66,31,44,67,69,64,59,63,57,68,74,74,68,70,High,Medium,Right,3,2,M,
Ibrahim Drešević,Kosovo,Karagümrük SK,CB,26,70,48,48,60,66,70,77,46,50,39,32,72,29,42,53,39,70,62,60,63,67,68,70,64,68,71,71,81,75,Medium,Medium,Right,3,2,M,
Matthieu Dreyer,France,AS Saint-Étienne,GK,34,70,70,71,67,16,49,68,47,53,10,10,38,16,11,22,10,13,10,45,40,59,54,19,14,10,65,27,68,21,Medium,Medium,Right,3,1,M,72
Josip Drmić,Switzerland,Dinamo Zagreb,ST,31,70,73,72,64,67,38,69,73,73,71,74,61,71,75,57,65,51,76,66,71,64,73,35,70,40,79,61,73,67,Medium,Medium,Right,4,3,M,
Vladyslav Dubinchak,Ukraine,Dynamo Kyiv,LB,25,70,77,45,69,73,67,56,79,75,66,30,69,58,34,67,67,46,72,73,82,65,63,67,45,67,56,71,45,67,High,High,Left,3,3,M,
Jeremy Dudziak,Tunisia,Hertha Berlin,CAM,28,70,73,61,70,73,63,65,82,65,66,60,61,58,59,74,69,62,73,89,84,66,71,64,55,67,71,74,58,71,High,Medium,Left,3,3,M,
Marko Dugandžić,Croatia,Al Tai,ST,29,70,63,68,44,61,36,76,66,61,75,72,37,68,76,48,27,33,22,65,63,72,67,42,72,29,85,73,85,56,Medium,Low,Left,2,2,M,
Jimmy Dunne,Republic of Ireland,QPR,CB,25,70,54,37,50,46,71,70,53,54,30,40,62,34,35,35,40,28,31,50,56,68,68,68,73,69,75,65,74,64,Medium,High,Right,4,2,M,
Jefferson Duque,Colombia,Atl. Nacional,ST,36,70,60,73,57,66,27,67,58,61,70,75,57,65,80,56,46,69,32,61,63,68,72,36,75,17,79,63,77,46,Medium,Low,Right,2,3,M,
Erik Durm,Germany,Kaiserslautern,RB,31,70,75,55,62,61,66,67,76,74,67,52,59,43,55,62,65,35,60,69,67,71,69,68,57,61,71,75,63,68,Medium,Medium,Right,3,2,M,
Lyndon Dykes,Scotland,QPR,ST,28,70,66,68,52,62,29,81,64,68,71,69,55,65,74,54,34,39,47,62,66,69,64,18,78,23,87,77,83,81,High,Medium,Right,3,2,M,
